Student_ID,Age,Gender,Department,Level,CGPA,Attendance,Assignment,Midterm,Exam,Study_Hours,Financial_Stress,Family_Income,Scholarship,Sleep_Hours,Mental_Health,Carryovers,Performance,Dropout
506,26,Female,Cyber Security,500,1.72,65,30.0,38.5,34.5,0.6,8,Low,Yes,3.6,1,5,Poor,1
507,18,Female,Software Engineering,300,3.75,49,68.7,81.7,74.7,5.3,9,Low,Yes,7.6,1,1,Good,0
508,30,Female,Economics,300,3.93,71,67.3,75.3,93.3,5.2,5,Medium,Yes,3.8,6,0,Good,0
509,18,Male,Accounting,300,1.5,63,30.0,30.0,30.0,0.5,9,Low,No,5.5,5,4,Poor,0
510,29,Male,Software Engineering,300,1.52,44,30.0,31.2,30.0,0.7,8,Low,Yes,7.7,6,5,Poor,1
511,16,Male,Civil Engineering,100,3.47,40,71.0,78.0,59.0,6.0,6,Low,No,5.3,4,1,Fair,1
512,16,Male,Accounting,400,3.2,57,50.099999999999994,64.1,78.1,4.2,7,Medium,No,4.9,5,3,Fair,1
513,19,Male,Microbiology,300,3.23,82,68.6,53.599999999999994,71.6,4.2,3,Medium,Yes,4.6,4,2,Fair,0
514,29,Male,Cyber Security,400,1.76,73,34.9,39.9,30.9,1.0,4,Medium,No,4.3,8,5,Poor,1
515,24,Male,Accounting,400,3.09,67,51.099999999999994,68.1,66.1,3.9,5,Medium,No,6.6,4,2,Fair,0
516,17,Male,Economics,300,4.9,75,99.5,94.5,100.0,6.7,4,Medium,Yes,5.1,1,1,Excellent,0
517,20,Male,Cyber Security,300,2.54,69,46.7,68.7,36.7,3.4,8,Low,No,3.7,5,2,Fair,1
518,23,Female,Mechanical Engineering,300,1.58,87,35.099999999999994,30.0,30.0,0.5,5,High,Yes,3.7,5,4,Poor,1
519,25,Female,Microbiology,400,3.94,55,84.5,78.5,73.5,7.2,3,High,No,5.0,9,0,Good,0
520,16,Male,Civil Engineering,100,2.52,57,50.099999999999994,49.099999999999994,52.099999999999994,2.4,9,Low,Yes,6.2,1,3,Fair,1
521,26,Female,Microbiology,300,1.5,43,30.0,30.0,30.0,0.5,7,Low,Yes,4.3,1,5,Poor,1
522,19,Female,Nursing,500,2.78,43,65.9,58.9,41.9,4.8,8,Low,Yes,4.0,1,1,Fair,1
523,23,Male,Nursing,400,1.88,71,39.3,43.3,30.0,2.7,2,High,Yes,7.0,1,5,Poor,1
524,29,Female,Biochemistry,500,3.75,79,71.7,68.7,84.7,4.2,1,High,No,5.1,8,0,Good,1
525,22,Female,Economics,100,1.77,77,39.099999999999994,30.0,37.099999999999994,0.6,6,Medium,No,3.5,4,4,Poor,1
526,21,Female,Information Technology,500,3.48,75,76.5,61.5,70.5,5.0,10,Low,No,7.8,2,3,Fair,0
527,21,Female,Microbiology,200,3.09,49,71.7,55.7,57.7,5.2,3,High,Yes,4.5,3,2,Fair,0
528,23,Female,Information Technology,200,2.56,64,53.2,58.2,42.2,3.3,1,High,Yes,8.0,3,3,Fair,1
529,21,Female,Software Engineering,500,1.5,46,30.0,30.0,30.0,0.6,10,Low,Yes,6.9,1,5,Poor,1
530,29,Male,Biochemistry,100,4.77,94,100.0,100.0,86.2,7.2,3,Medium,No,3.9,8,0,Excellent,0
531,17,Male,Medicine,300,2.94,63,56.9,52.9,66.9,4.5,9,Low,No,7.2,2,1,Fair,0
532,22,Male,Information Technology,400,1.52,53,30.0,30.9,30.0,0.8,7,Medium,No,6.4,3,3,Poor,1
533,28,Female,Microbiology,200,4.03,61,80.3,84.3,77.3,5.6,9,Low,No,5.3,1,0,Good,1
534,17,Female,Mechanical Engineering,400,2.2,40,48.0,30.0,54.0,2.6,6,Low,No,8.3,1,5,Poor,1
535,20,Female,Civil Engineering,500,1.5,57,30.0,30.0,30.0,0.5,5,Medium,No,5.7,5,3,Poor,1
536,28,Female,Biochemistry,300,4.06,51,74.3,85.3,84.3,6.8,2,High,No,7.4,6,0,Good,0
537,20,Male,Software Engineering,500,1.77,80,43.0,33.0,30.0,2.4,5,High,No,6.5,7,3,Poor,0
538,22,Male,Biochemistry,100,2.02,40,43.0,48.0,30.0,2.1,7,Medium,No,4.8,5,5,Poor,1
539,21,Male,Microbiology,500,2.57,86,58.8,56.8,38.8,2.5,3,High,Yes,6.3,6,1,Fair,0
540,24,Male,Nursing,300,2.99,68,64.4,59.400000000000006,55.400000000000006,5.2,4,Medium,Yes,8.0,5,2,Fair,0
541,17,Female,Mass Communication,500,3.47,80,68.0,64.0,76.0,4.1,5,Medium,No,7.6,5,1,Fair,0
542,23,Female,Cyber Security,500,3.04,48,47.4,67.4,67.4,3.8,2,High,Yes,8.4,5,1,Fair,0
543,17,Male,Mechanical Engineering,500,1.5,59,30.0,30.0,30.0,0.7,7,Medium,Yes,5.7,2,3,Poor,1
544,22,Male,Medicine,300,3.93,73,70.9,68.9,95.9,5.9,4,Medium,Yes,3.9,4,0,Good,0
545,25,Female,Business Administration,400,3.79,76,72.8,87.8,66.8,5.6,6,Medium,No,6.6,6,1,Good,0
546,18,Female,Software Engineering,500,1.8,67,38.099999999999994,40.099999999999994,30.0,1.8,4,High,No,7.3,6,5,Poor,1
547,27,Male,Business Administration,300,1.66,79,36.7,32.7,30.0,0.6,5,High,Yes,6.1,8,4,Poor,1
548,17,Male,Computer Science,300,2.16,64,49.2,35.2,45.2,2.1,10,Low,Yes,3.2,5,3,Poor,1
549,18,Female,Computer Science,500,1.5,46,30.0,30.0,30.0,0.6,5,Medium,No,4.4,1,3,Poor,1
550,22,Male,Computer Science,500,3.48,63,74.9,60.900000000000006,72.9,5.4,3,Medium,Yes,5.8,2,2,Fair,0
551,29,Male,Computer Science,200,2.43,64,49.2,62.2,34.2,2.8,9,Low,Yes,3.4,1,4,Poor,1
552,17,Female,Computer Science,400,2.62,85,45.5,44.5,67.5,2.7,1,High,Yes,5.4,3,2,Fair,1
553,29,Male,Microbiology,200,2.84,69,67.7,59.7,42.7,4.0,4,Medium,Yes,7.7,1,3,Fair,0
554,18,Male,Computer Science,400,4.7,78,87.4,94.4,100.0,6.8,6,Medium,No,3.6,2,0,Excellent,1
555,22,Male,Nursing,200,2.19,74,39.2,52.2,40.2,1.7,4,High,No,8.5,3,5,Poor,1
556,19,Female,Mechanical Engineering,200,4.25,52,93.6,97.6,63.599999999999994,6.8,3,Medium,No,6.1,9,0,Good,1
557,22,Female,Microbiology,400,3.6,90,77.0,79.0,60.0,4.6,1,High,Yes,8.8,6,1,Good,0
558,22,Male,Nursing,100,3.31,62,68.6,70.6,59.599999999999994,6.0,8,Low,No,6.6,1,3,Fair,1
559,17,Female,Microbiology,200,1.56,65,33.5,30.0,30.0,0.5,8,Low,No,8.1,1,5,Poor,1
560,29,Female,Business Administration,500,2.28,83,42.9,40.9,52.9,1.0,7,Medium,Yes,4.2,7,5,Poor,0
561,17,Male,Electrical Engineering,500,3.47,40,74.0,71.0,63.0,5.5,7,Low,No,7.7,6,1,Fair,0
562,26,Male,Nursing,300,1.66,73,34.9,30.9,33.9,0.9,5,Medium,No,7.3,7,5,Poor,1
563,20,Female,Economics,400,1.63,43,32.9,34.9,30.0,1.2,6,Medium,Yes,8.3,1,4,Poor,1
564,19,Male,Mechanical Engineering,300,2.83,40,52.0,54.0,64.0,3.2,6,Low,Yes,7.6,3,1,Fair,0
565,19,Female,Nursing,100,4.13,83,86.9,91.9,68.9,5.8,3,Medium,Yes,6.6,7,0,Good,0
566,22,Female,Medicine,100,1.6,71,36.3,30.0,30.0,0.5,9,Low,Yes,6.5,1,5,Poor,1
567,29,Female,Civil Engineering,100,4.68,96,100.0,80.8,100.0,6.7,2,High,No,6.1,6,1,Excellent,0
568,17,Female,Mass Communication,100,1.5,42,30.0,30.0,30.0,0.9,7,Medium,No,7.2,7,3,Poor,1
569,26,Female,Mechanical Engineering,400,1.52,44,30.0,30.0,31.200000000000003,1.9,4,Medium,No,5.8,8,5,Poor,1
570,25,Male,Cyber Security,400,1.92,40,44.0,41.0,30.0,2.6,5,Medium,No,4.7,1,5,Poor,1
571,21,Male,Information Technology,200,3.5,80,71.0,71.0,68.0,4.3,7,Low,No,6.1,7,1,Good,0
572,22,Female,Cyber Security,100,1.58,40,35.0,30.0,30.0,1.3,6,Medium,Yes,6.5,5,3,Poor,0
573,28,Female,Microbiology,400,2.8,40,67.0,51.0,50.0,5.4,7,Low,No,3.5,3,1,Fair,1
574,23,Male,Mass Communication,500,1.57,62,31.599999999999994,30.0,32.599999999999994,1.8,3,Medium,Yes,5.4,2,5,Poor,1
575,19,Male,Cyber Security,300,2.12,86,41.8,43.8,41.8,2.3,7,Low,Yes,5.6,2,4,Poor,0
576,18,Female,Medicine,100,3.44,48,73.4,63.400000000000006,69.4,5.2,7,Low,Yes,6.3,3,3,Fair,1
577,28,Male,Nursing,500,2.03,80,39.0,53.0,30.0,1.7,5,Medium,Yes,8.3,7,4,Poor,0
578,17,Female,Microbiology,500,2.13,71,44.3,34.3,49.3,1.7,10,Low,Yes,5.3,4,4,Poor,1
579,27,Female,Biochemistry,400,2.41,86,57.8,54.8,31.799999999999997,2.4,7,Medium,No,4.4,1,3,Poor,1
580,22,Male,Electrical Engineering,400,1.68,45,30.0,40.5,30.0,1.8,5,Medium,Yes,5.7,3,4,Poor,1
581,16,Female,Economics,500,2.88,64,51.2,60.2,61.2,3.1,6,Medium,No,4.8,3,1,Fair,0
582,19,Female,Mass Communication,100,3.98,72,87.6,85.6,65.6,5.9,5,Medium,Yes,8.1,3,0,Good,1
583,21,Male,Economics,200,2.32,87,42.099999999999994,35.099999999999994,62.099999999999994,1.8,5,Medium,Yes,8.5,1,5,Poor,1
584,16,Female,Electrical Engineering,300,3.42,40,66.0,66.0,73.0,4.9,7,Medium,No,7.6,1,1,Fair,0
585,27,Male,Accounting,200,2.07,47,40.1,52.1,32.1,2.6,4,High,No,7.5,5,5,Poor,1
586,23,Female,Nursing,500,2.37,44,48.2,64.2,30.0,3.6,7,Low,No,7.4,5,4,Poor,1
587,22,Female,Mass Communication,400,3.33,80,60.0,83.0,57.0,4.5,3,High,No,8.6,2,2,Fair,0
588,28,Female,Civil Engineering,200,2.21,66,35.8,37.8,58.8,2.3,7,Medium,Yes,6.5,5,4,Poor,1
589,17,Male,Computer Science,500,1.58,66,34.8,30.0,30.0,1.6,4,Medium,Yes,6.9,3,3,Poor,1
590,21,Male,Cyber Security,300,4.55,50,93.0,84.0,96.0,7.1,4,Medium,No,5.5,1,0,Excellent,1
591,20,Female,Nursing,400,1.52,75,31.5,30.0,30.0,0.5,10,Low,No,8.0,1,4,Poor,1
592,25,Male,Economics,300,2.28,44,39.2,41.2,56.2,3.4,4,High,No,7.1,4,5,Poor,1
593,25,Male,Civil Engineering,200,2.36,74,36.2,48.2,57.2,1.9,9,Low,No,5.1,1,3,Poor,1
594,20,Female,Mass Communication,100,2.87,90,65.0,46.0,61.0,3.1,4,High,Yes,7.4,1,3,Fair,1
595,23,Male,Electrical Engineering,200,1.57,82,33.599999999999994,30.0,30.599999999999998,0.5,4,High,Yes,7.9,5,4,Poor,1
596,20,Male,Biochemistry,200,2.28,43,49.9,48.9,37.9,3.0,6,Medium,No,4.1,5,4,Poor,1
597,29,Male,Business Administration,100,2.06,63,48.9,40.9,33.9,3.5,6,Low,No,4.2,2,4,Poor,1
598,27,Male,Medicine,500,3.95,71,88.3,84.3,64.3,5.7,6,Low,No,6.9,4,1,Good,0
599,16,Male,Microbiology,400,3.31,46,63.8,56.8,77.8,5.8,8,Low,Yes,8.1,1,2,Fair,0
600,26,Male,Information Technology,100,1.76,78,30.0,43.4,32.4,0.9,2,High,Yes,6.6,5,3,Poor,1
601,30,Female,Civil Engineering,100,1.71,49,30.0,34.7,37.7,2.3,6,Low,Yes,5.3,1,4,Poor,1
602,26,Female,Mass Communication,500,4.7,70,86.0,96.0,100.0,6.6,3,Medium,Yes,8.6,7,0,Excellent,0
603,18,Female,Software Engineering,500,2.85,82,49.599999999999994,61.599999999999994,59.599999999999994,2.5,4,Medium,No,5.3,1,3,Fair,1
604,22,Male,Economics,500,1.5,94,30.0,30.0,30.200000000000003,0.7,2,High,Yes,7.6,6,5,Poor,1
605,18,Female,Accounting,300,1.63,40,30.0,32.0,36.0,0.6,9,Low,Yes,6.8,4,4,Poor,1
606,21,Male,Economics,400,2.44,94,52.2,47.2,47.2,2.4,1,High,No,6.6,4,5,Poor,0
607,27,Male,Business Administration,400,2.79,46,42.8,62.8,61.8,3.7,2,High,No,8.6,1,1,Fair,1
608,19,Male,Software Engineering,200,3.0,73,67.9,57.9,53.9,4.2,2,High,Yes,5.0,3,1,Fair,0
609,20,Female,Business Administration,400,4.46,74,78.2,100.0,89.2,6.4,3,High,Yes,5.6,6,1,Good,0
610,24,Female,Microbiology,200,2.33,43,39.9,44.9,54.9,2.8,6,Medium,Yes,6.2,1,3,Poor,1
611,23,Female,Accounting,300,2.44,89,58.7,44.7,42.7,2.7,3,Medium,No,3.7,3,5,Poor,1
612,22,Female,Civil Engineering,300,2.94,77,60.099999999999994,66.1,50.099999999999994,4.5,5,Medium,No,5.4,1,3,Fair,1
613,28,Female,Electrical Engineering,300,4.31,85,80.5,92.5,85.5,5.3,3,High,No,4.9,3,0,Good,0
614,27,Male,Biochemistry,200,2.42,80,52.0,59.0,34.0,2.0,4,Medium,No,4.2,1,3,Poor,0
615,30,Female,Civil Engineering,500,1.5,59,30.0,30.0,30.0,0.5,9,Low,Yes,7.9,5,5,Poor,1
616,20,Female,Microbiology,100,1.64,49,31.7,36.7,30.0,1.5,7,Low,No,8.2,1,4,Poor,1
617,17,Female,Economics,400,1.68,65,30.0,40.5,30.0,1.4,4,High,No,6.0,2,5,Poor,1
618,25,Male,Cyber Security,200,2.1,62,36.599999999999994,37.599999999999994,51.599999999999994,1.4,7,Low,Yes,7.6,1,3,Poor,1
619,17,Female,Software Engineering,300,2.92,68,64.4,65.4,45.4,3.9,6,Low,No,3.7,1,1,Fair,0
620,28,Male,Software Engineering,200,3.93,90,69.0,85.0,82.0,4.4,4,High,Yes,7.4,6,1,Good,0
621,26,Female,Mechanical Engineering,200,2.88,60,59.0,69.0,45.0,4.1,6,Medium,No,5.7,1,3,Fair,0
622,29,Male,Computer Science,500,2.42,75,49.5,45.5,50.5,2.2,7,Low,No,3.3,1,5,Poor,1
623,26,Female,Nursing,100,2.48,73,41.9,47.9,58.9,1.8,4,High,No,5.3,1,4,Poor,0
624,30,Male,Biochemistry,400,3.99,78,92.4,72.4,74.4,6.3,4,Medium,Yes,7.6,6,1,Good,0
625,29,Female,Cyber Security,400,1.5,43,30.0,30.0,30.0,0.7,10,Low,No,5.2,1,5,Poor,1
626,30,Female,Medicine,400,3.36,82,64.6,77.6,59.599999999999994,4.7,5,Medium,Yes,6.7,7,2,Fair,0
627,21,Male,Medicine,500,3.2,89,58.7,61.7,71.7,3.0,3,High,Yes,7.7,6,1,Fair,0
628,20,Male,Software Engineering,100,3.3,52,59.6,74.6,63.6,4.4,3,Medium,Yes,7.4,9,2,Fair,0
629,24,Male,Nursing,400,4.35,90,77.0,84.0,100.0,5.6,5,Medium,No,4.6,8,1,Good,0
630,29,Female,Mechanical Engineering,200,2.87,47,69.1,54.1,49.1,4.6,6,Medium,Yes,6.4,1,2,Fair,0
631,17,Female,Nursing,500,1.9,62,30.0,46.599999999999994,37.599999999999994,1.8,6,Medium,Yes,7.5,1,3,Poor,0
632,27,Male,Medicine,200,4.45,82,88.6,78.6,100.0,6.9,5,Medium,No,5.2,5,1,Good,0
633,22,Female,Software Engineering,500,3.32,56,76.8,66.8,55.8,5.3,3,High,No,5.3,2,3,Fair,0
634,20,Female,Mass Communication,200,3.08,60,63.0,60.0,62.0,5.1,4,High,Yes,7.3,2,1,Fair,0
635,29,Male,Mass Communication,200,3.94,48,82.4,81.4,72.4,6.7,4,Medium,No,4.2,1,1,Good,0
636,18,Female,Information Technology,100,2.69,76,57.8,63.8,39.8,2.6,9,Low,Yes,7.0,3,3,Fair,1
637,28,Female,Nursing,400,1.5,47,30.0,30.0,30.1,0.5,5,Medium,No,4.6,7,5,Poor,1
638,23,Female,Biochemistry,100,3.26,83,63.9,54.9,76.9,3.6,4,High,Yes,4.1,1,1,Fair,0
639,22,Male,Civil Engineering,500,3.49,85,76.5,76.5,56.5,4.4,1,High,No,8.7,4,1,Fair,0
640,27,Male,Computer Science,500,1.6,80,30.0,36.0,30.0,0.7,3,Medium,No,6.5,1,3,Poor,1
641,24,Female,Mechanical Engineering,500,1.72,40,33.0,40.0,30.0,1.5,6,Low,No,5.6,6,5,Poor,1
642,21,Female,Business Administration,500,3.03,50,66.0,55.0,61.0,5.4,1,High,Yes,5.4,3,1,Fair,0
643,24,Male,Business Administration,300,2.28,71,45.3,40.3,51.3,2.6,7,Medium,Yes,5.3,1,3,Poor,0
644,22,Male,Economics,200,3.93,72,77.6,78.6,79.6,4.6,7,Low,No,4.1,7,0,Good,0
645,22,Male,Business Administration,200,2.78,81,66.3,57.3,43.3,3.5,6,Low,No,6.6,3,2,Fair,0
646,20,Male,Nursing,200,2.42,58,49.4,62.4,33.4,3.0,3,Medium,Yes,4.6,1,5,Poor,1
647,29,Female,Software Engineering,500,1.5,42,30.0,30.0,30.0,1.5,7,Medium,No,4.2,4,5,Poor,1
648,24,Female,Accounting,500,3.35,83,64.9,76.9,58.900000000000006,4.6,6,Low,No,5.3,1,3,Fair,1
649,30,Female,Biochemistry,200,1.76,64,38.2,35.2,32.2,1.5,4,High,No,8.4,3,5,Poor,1
650,26,Male,Electrical Engineering,400,1.71,59,30.0,30.0,42.7,0.9,3,Medium,Yes,4.1,1,4,Poor,1
651,28,Male,Civil Engineering,500,3.14,85,69.5,69.5,49.5,3.7,4,High,Yes,3.7,5,1,Fair,0
652,22,Female,Information Technology,500,2.52,50,52.0,59.0,40.0,3.1,5,High,Yes,3.9,1,1,Fair,1
653,16,Female,Accounting,400,2.68,81,43.3,57.3,60.3,2.2,6,Low,No,4.9,1,2,Fair,1
654,19,Male,Biochemistry,500,4.44,81,95.3,100.0,71.3,6.5,5,Medium,Yes,8.0,6,1,Good,0
655,16,Female,Mechanical Engineering,300,2.65,90,50.0,52.0,57.0,2.8,3,Medium,Yes,4.2,1,2,Fair,1
656,24,Male,Civil Engineering,100,3.7,58,70.4,73.4,78.4,5.6,4,Medium,Yes,5.1,4,1,Good,0
657,28,Female,Software Engineering,400,2.05,93,46.9,30.0,45.9,1.6,2,High,No,4.4,3,4,Poor,1
658,22,Female,Biochemistry,300,4.14,78,83.4,73.4,91.4,6.2,7,Low,Yes,6.1,5,0,Good,0
659,28,Female,Economics,400,3.37,46,60.8,62.8,78.8,5.3,6,Low,Yes,7.2,1,1,Fair,0
660,29,Female,Civil Engineering,500,2.68,60,59.0,41.0,61.0,3.6,4,High,Yes,6.7,2,3,Fair,1
661,19,Female,Microbiology,100,2.05,83,30.0,43.9,48.9,1.2,6,Medium,Yes,4.3,7,5,Poor,0
662,18,Male,Software Engineering,200,4.26,49,86.7,68.7,100.0,6.9,5,Medium,Yes,4.0,2,0,Good,0
663,24,Female,Biochemistry,200,2.14,64,48.2,50.2,30.0,2.6,9,Low,No,3.7,1,4,Poor,1
664,27,Female,Information Technology,300,1.5,80,30.0,30.0,30.0,0.5,6,Low,Yes,4.8,5,5,Poor,1
665,18,Female,Accounting,300,1.57,44,31.2,33.2,30.0,1.1,3,Medium,No,5.5,5,4,Poor,1
666,25,Female,Information Technology,300,4.29,46,83.8,81.8,91.8,6.0,6,Low,No,3.6,1,0,Good,0
667,23,Male,Software Engineering,500,3.91,92,78.6,84.6,71.6,5.5,3,High,No,4.3,1,1,Good,0
668,20,Female,Medicine,300,1.74,64,30.2,38.2,36.2,0.5,6,Medium,Yes,4.2,1,4,Poor,1
669,16,Male,Microbiology,200,3.44,74,64.2,62.2,80.2,5.0,4,High,No,5.5,7,2,Fair,0
670,20,Male,Cyber Security,100,3.43,80,69.0,62.0,75.0,3.9,10,Low,Yes,4.3,4,1,Fair,0
671,20,Male,Cyber Security,200,1.53,43,30.0,31.9,30.0,0.5,8,Low,Yes,7.6,1,3,Poor,1
672,29,Male,Economics,100,4.02,50,65.0,88.0,88.0,5.8,10,Low,No,6.6,1,1,Good,1
673,21,Male,Mass Communication,100,1.71,41,31.299999999999997,30.299999999999997,41.3,1.2,5,Medium,Yes,7.1,1,5,Poor,1
674,20,Male,Nursing,400,1.67,74,32.2,30.0,38.2,0.8,8,Low,No,6.8,1,4,Poor,1
675,30,Female,Software Engineering,400,3.52,47,63.099999999999994,70.1,78.1,5.3,7,Low,No,6.5,1,0,Good,1
676,30,Male,Nursing,400,2.04,75,37.5,39.5,45.5,1.8,1,High,Yes,7.5,2,3,Poor,0
677,17,Female,Civil Engineering,100,1.5,87,30.0,30.0,30.0,0.7,6,Low,Yes,3.5,7,3,Poor,0
678,27,Female,Nursing,100,2.98,60,58.0,57.0,64.0,4.5,9,Low,Yes,3.9,4,1,Fair,0
679,20,Male,Computer Science,100,2.21,64,47.2,38.2,47.2,3.4,6,Low,No,4.5,1,4,Poor,1
680,26,Female,Information Technology,400,1.5,49,30.0,30.0,30.0,1.4,4,High,Yes,4.0,4,4,Poor,1
681,30,Male,Medicine,100,2.9,67,65.1,46.099999999999994,63.099999999999994,3.6,2,High,Yes,8.3,2,3,Fair,0
682,29,Female,Mechanical Engineering,100,4.22,85,82.5,100.0,70.5,6.5,5,Medium,No,7.4,1,0,Good,0
683,22,Female,Biochemistry,400,1.71,76,40.8,31.799999999999997,30.0,2.0,10,Low,Yes,8.0,1,3,Poor,1
684,21,Female,Civil Engineering,400,3.7,61,68.3,84.3,69.3,5.6,5,High,No,5.6,5,1,Good,0
685,23,Male,Civil Engineering,100,3.08,84,62.2,72.2,50.2,4.0,5,High,No,5.3,2,1,Fair,0
686,24,Female,Cyber Security,100,3.85,83,71.9,71.9,86.9,5.3,8,Low,No,7.4,1,1,Good,1
687,29,Male,Computer Science,200,2.99,76,68.8,61.8,48.8,4.3,9,Low,Yes,6.4,1,1,Fair,0
688,29,Male,Computer Science,200,2.13,44,42.2,45.2,40.2,2.1,3,Medium,Yes,7.5,2,4,Poor,0
689,24,Female,Accounting,400,3.66,86,72.8,76.8,69.8,5.7,4,High,No,3.9,1,0,Good,0
690,18,Male,Computer Science,400,3.21,52,69.6,62.6,60.6,4.6,7,Medium,No,5.4,1,1,Fair,1
691,24,Female,Cyber Security,200,2.7,89,62.7,59.7,39.7,2.9,4,Medium,Yes,6.0,6,3,Fair,0
692,29,Female,Cyber Security,100,1.91,48,30.0,31.4,53.4,2.1,4,Medium,No,3.7,4,4,Poor,1
693,17,Male,Information Technology,500,2.56,76,48.8,49.8,54.8,3.5,7,Low,No,8.2,1,3,Fair,0
694,28,Female,Computer Science,100,1.64,62,30.0,38.599999999999994,30.0,0.5,5,Medium,Yes,4.5,7,4,Poor,1
695,27,Male,Mechanical Engineering,400,3.54,49,61.7,74.7,75.7,5.7,5,High,Yes,6.4,6,0,Good,1
696,18,Female,Software Engineering,100,4.34,87,83.1,98.1,79.1,6.3,2,High,Yes,6.4,8,1,Good,0
697,21,Female,Mechanical Engineering,500,1.78,77,47.099999999999994,30.0,30.0,1.5,6,Medium,Yes,6.5,7,4,Poor,1
698,18,Female,Economics,100,1.59,56,31.799999999999997,30.0,33.8,2.0,6,Medium,Yes,5.2,7,3,Poor,1
699,27,Female,Electrical Engineering,400,4.47,78,96.4,77.4,94.4,6.8,4,Medium,No,5.6,3,0,Good,0
700,24,Female,Mechanical Engineering,100,2.48,83,47.9,60.9,39.9,3.2,5,High,No,7.0,2,5,Poor,1
701,29,Male,Electrical Engineering,400,1.72,67,30.0,30.099999999999994,43.099999999999994,1.4,6,Low,No,6.6,5,4,Poor,1
702,18,Male,Medicine,400,2.17,58,38.4,42.4,49.4,2.1,6,Medium,Yes,6.9,1,4,Poor,1
703,23,Male,Economics,200,2.23,44,46.2,46.2,41.2,2.4,4,Medium,Yes,8.3,1,4,Poor,1
704,19,Male,Information Technology,100,1.51,55,30.5,30.0,30.0,2.2,3,High,No,5.7,4,4,Poor,1
705,24,Male,Mass Communication,300,4.26,65,80.5,95.5,79.5,6.1,6,Low,Yes,4.4,1,1,Good,0
706,24,Male,Biochemistry,400,3.38,82,63.599999999999994,54.599999999999994,84.6,4.3,3,Medium,No,4.4,9,3,Fair,1
707,18,Female,Medicine,200,4.4,87,88.1,78.1,98.1,5.9,3,Medium,No,8.6,1,0,Good,0
708,26,Male,Computer Science,200,3.96,91,73.3,82.3,82.3,5.1,4,High,Yes,5.3,2,0,Good,0
709,16,Female,Nursing,300,2.38,41,46.3,46.3,50.3,2.9,8,Low,No,5.3,3,4,Poor,1
710,24,Female,Software Engineering,200,1.84,78,30.4,37.4,42.4,1.2,5,Medium,No,4.9,5,5,Poor,1
711,26,Female,Biochemistry,500,1.52,40,30.0,31.0,30.0,0.5,6,Low,Yes,5.9,1,5,Poor,1
712,26,Female,Economics,500,1.73,81,35.3,33.3,35.3,0.7,9,Low,No,4.1,1,4,Poor,1
713,28,Female,Civil Engineering,400,2.36,53,45.9,41.9,53.9,3.2,7,Low,No,3.3,1,4,Poor,1
714,16,Male,Microbiology,300,2.17,80,43.0,32.0,55.0,1.6,3,High,No,4.7,6,5,Poor,1
715,28,Female,Cyber Security,400,4.16,75,82.5,85.5,81.5,6.5,4,High,Yes,7.2,1,0,Good,1
716,26,Female,Nursing,300,1.51,49,30.0,30.700000000000003,30.0,1.8,3,High,Yes,4.5,9,5,Poor,1
717,25,Female,Computer Science,200,1.91,56,34.8,30.0,49.8,1.9,4,Medium,No,7.2,2,4,Poor,1
718,16,Female,Software Engineering,200,4.35,47,79.1,89.1,93.1,6.1,5,High,Yes,4.0,1,1,Good,1
719,17,Male,Accounting,300,2.22,40,47.0,31.0,55.0,3.2,6,Low,No,4.5,1,4,Poor,1
720,26,Female,Microbiology,200,4.72,80,93.0,90.0,100.0,6.1,6,Low,No,4.0,1,1,Excellent,0
721,25,Male,Cyber Security,500,2.02,49,42.7,30.0,48.7,2.1,1,High,No,7.7,9,3,Poor,1
722,30,Male,Computer Science,300,3.16,46,60.8,55.8,72.8,4.9,6,Low,Yes,8.2,1,2,Fair,0
723,20,Female,Biochemistry,400,2.11,54,34.2,51.2,41.2,2.0,4,Medium,No,6.5,1,5,Poor,1
724,28,Male,Biochemistry,400,2.66,55,56.5,60.5,42.5,4.0,6,Medium,No,5.3,7,1,Fair,1
725,21,Male,Accounting,200,2.6,68,49.4,54.4,52.4,1.9,10,Low,No,5.0,1,1,Fair,1
726,22,Male,Mechanical Engineering,200,1.8,83,44.9,32.9,30.0,2.0,8,Low,Yes,6.6,2,5,Poor,1
727,23,Female,Medicine,200,1.74,55,44.5,30.0,30.0,2.2,4,High,Yes,5.0,7,5,Poor,1
728,25,Female,Mass Communication,400,1.8,73,42.9,30.0,34.9,1.6,4,Medium,No,4.2,5,4,Poor,0
729,21,Female,Information Technology,500,3.48,74,55.2,79.2,74.2,4.3,6,Low,No,4.1,2,2,Fair,0
730,30,Male,Mechanical Engineering,100,3.63,64,74.2,68.2,75.2,5.6,6,Low,No,5.4,3,1,Good,0
731,16,Female,Electrical Engineering,400,3.41,46,69.8,71.8,62.8,6.6,5,Medium,Yes,4.2,1,2,Fair,1
732,18,Male,Information Technology,300,2.14,98,46.4,43.4,38.4,2.6,1,High,Yes,4.3,5,4,Poor,1
733,20,Male,Medicine,200,2.15,57,42.099999999999994,47.099999999999994,40.099999999999994,1.7,1,High,No,7.2,8,5,Poor,1
734,25,Female,Mass Communication,400,1.62,54,30.0,37.2,30.0,1.4,6,Medium,No,6.2,3,3,Poor,1
735,27,Male,Biochemistry,100,1.83,80,33.0,36.0,41.0,1.3,6,Low,No,5.8,1,4,Poor,1
